	date	county	state	GeoArea_FIPS	cases	deaths
71961	2020-04-19	Rutherford	North Carolina	37161	75	2
71962	2020-04-19	Sampson	North Carolina	37163	22	0
71963	2020-04-19	Scotland	North Carolina	37165	12	0
71964	2020-04-19	Stanly	North Carolina	37167	20	3
71965	2020-04-19	Stokes	North Carolina	37169	10	0
71966	2020-04-19	Surry	North Carolina	37171	17	0
71967	2020-04-19	Transylvania	North Carolina	37175	7	0
71968	2020-04-19	Tyrrell	North Carolina	37177	4	0
71969	2020-04-19	Union	North Carolina	37179	149	3
71970	2020-04-19	Vance	North Carolina	37181	32	1
71971	2020-04-19	Wake	North Carolina	37183	592	4
71972	2020-04-19	Warren	North Carolina	37185	3	0
71973	2020-04-19	Washington	North Carolina	37187	20	2
71974	2020-04-19	Watauga	North Carolina	37189	8	0
71975	2020-04-19	Wayne	North Carolina	37191	463	4
71976	2020-04-19	Wilkes	North Carolina	37193	4	1
71977	2020-04-19	Wilson	North Carolina	37195	112	4
71978	2020-04-19	Yadkin	North Carolina	37197	11	1
