GeoFIPS	GeoArea_Name	Economic_Measure_Name	2001	2002	2003	2004	2005	2006	2007	2008	2009	2010	2011	2012	2013	2014	2015	2016	2017	2018	2019
 37021	Buncombe, NC	    Publishing industries (except Internet)	26992	27920	27135	30978	29209	30421	29397	31462	28757	26685	25763	30143	29109	26949	28554	36218	37199	40781	45234
 37021	Buncombe, NC	    Motion picture and sound recording industries	2942	2972	3386	2998	3308	4255	6001	5860	8517	9161	9453	13643	15911	17015	12824	14206	14703	16354	18069
 37021	Buncombe, NC	    Broadcasting (except Internet)	12024	11804	13179	16179	17825	16599	17406	17264	15194	15264	14971	15939	16888	17012	17757	(D)	17276	16115	16227
 37021	Buncombe, NC	    Internet publishing and broadcasting 8/	(D)	(D)	(D)	(D)	(D)	373	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)	(NA)
 37021	Buncombe, NC	    Telecommunications	20534	19334	20368	17970	19888	20445	25525	27075	31478	29200	33191	29980	28395	33018	34373	37454	37774	34308	35697
 37021	Buncombe, NC	    Data processing, hosting, and related services	17402	14118	11130	11929	11623	11785	15046	11593	11294	10408	16647	16046	14660	14450	10779	(D)	4506	5143	7457
 37021	Buncombe, NC	    Other information services 8/	(D)	(D)	(D)	(D)	(D)	60	1894	1896	979	1346	1595	3826	5354	5185	4581	14253	14512	10661	7904
 37021	Buncombe, NC	   Finance and insurance	130009	128776	136315	163665	177287	197127	212734	224531	213136	232776	212161	228361	228762	247352	252370	274583	302979	302877	304817
 37021	Buncombe, NC	    Monetary Authorities-central bank	0	0	0	0	0	0	0	0	0	0	0	0	0	0	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	    Credit intermediation and related activities	69689	72092	81365	79618	98237	109493	110948	115437	113891	123467	101837	119793	110656	118705	114803	122864	138040	122662	126672
 37021	Buncombe, NC	    Securities, commodity contracts, and other financial investments and related activities	(D)	(D)	17515	(D)	32011	34667	48550	(D)	(D)	(D)	(D)	(D)	62678	(D)	74248	(D)	89768	97472	89945
 37021	Buncombe, NC	    Insurance carriers and related activities	33940	35407	37193	52322	45431	52164	52681	58044	59368	63683	53312	58614	55194	59530	62537	68294	73171	80231	82587
 37021	Buncombe, NC	    Funds, trusts, and other financial vehicles	(D)	(D)	242	(D)	1608	803	555	(D)	(D)	(D)	(D)	(D)	234	(D)	(D)	19	(D)	(D)	(D)
 37021	Buncombe, NC	   Real estate and rental and leasing	47704	52122	59288	78170	91960	111700	99157	128333	61671	47130	37438	62237	96700	154320	195001	231303	231069	272391	287505
 37021	Buncombe, NC	    Real estate	35299	40236	47538	65793	75500	87628	75914	102025	44200	36796	29970	46656	79036	130950	160614	187046	187737	213805	230329
 37021	Buncombe, NC	    Rental and leasing services	12026	11521	(D)	(D)	(D)	23995	23186	26280	15573	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	    Lessors of nonfinancial intangible assets (except copyrighted works)	379	365	(D)	(D)	(D)	77	57	28	1898	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	   Professional, scientific, and technical services	241196	258648	272942	300764	332849	379819	427382	423449	350719	322963	380077	465097	480470	548016	537276	618098	589565	629351	679310
 37021	Buncombe, NC	   Management of companies and enterprises	48116	29599	28079	40139	40135	46874	54380	58014	57137	57950	51091	57149	62595	61964	64043	65759	70660	75109	77772
 37021	Buncombe, NC	   Administrative and support and waste management and remediation services	139859	159542	176971	179995	200530	229703	260967	252393	228846	250354	267805	261868	279476	308306	345950	353426	352654	367260	388825
 37021	Buncombe, NC	    Administrative and support services	137604	156978	172735	171773	190793	218874	250442	240813	216703	237130	252675	247045	265154	293031	330424	336383	333103	346654	366891
 37021	Buncombe, NC	    Waste management and remediation services	2255	2564	4236	8222	9737	10829	10525	11580	12143	13224	15130	14823	14322	15275	15526	17043	19551	20606	21934
 37021	Buncombe, NC	   Educational services	46061	57529	47221	51637	53261	57232	66895	72699	75126	79471	79589	83902	82398	99060	107788	120368	130436	135896	143735
 37021	Buncombe, NC	   Health care and social assistance	724714	772429	838108	897293	954622	1025718	1066662	1118283	1153308	1206882	1248465	1326239	1410834	1495540	1583747	1707590	1784728	1888490	1917209
 37021	Buncombe, NC	    Ambulatory health care services	391422	408630	428044	484150	513920	550433	554013	568524	581600	623915	666847	708679	757766	810641	882240	941949	989329	1046681	1078327
 37021	Buncombe, NC	    Hospitals	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	    Nursing and residential care facilities	79790	90852	95650	98150	104552	107011	112063	123348	124138	125562	125394	128027	131722	137612	138764	147537	157765	163216	172502
 37021	Buncombe, NC	    Social assistance	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	   Arts, entertainment, and recreation	48166	53714	58912	64323	62516	72111	79471	83987	83376	85049	90933	95894	103514	112214	117576	130595	139282	180460	193425
 37021	Buncombe, NC	    Performing arts, spectator sports, and related industries	(D)	(D)	(D)	(D)	18865	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	    Museums, historical sites, and similar institutions	(D)	(D)	(D)	(D)	29457	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37021	Buncombe, NC	    Amusement, gambling, and recreation industries	7383	7972	10083	13387	14194	18466	18298	20804	17919	17076	14938	20216	21869	21512	22305	29202	33164	34316	36521
 37021	Buncombe, NC	   Accommodation and food services	201837	215915	220448	225741	239668	266038	298691	292871	279810	289321	304364	340686	389734	429744	468345	505425	536170	543012	584465
 37021	Buncombe, NC	    Accommodation	73014	77721	75098	73801	77359	86070	96173	98090	89542	88006	89020	98149	111142	116545	125221	130323	147633	133056	142111
 37021	Buncombe, NC	    Food services and drinking places	128823	138194	145350	151940	162309	179968	202518	194781	190268	201315	215344	242537	278592	313199	343124	375102	388537	409956	442354
 37021	Buncombe, NC	   Other services (except government and government enterprises)	184282	202482	206848	208749	222731	238440	235677	221267	226057	248285	256728	279707	274780	301362	315359	337500	349045	384307	421253
 37021	Buncombe, NC	    Repair and maintenance	54929	57349	54359	57096	62697	68917	65920	56375	57509	66233	68137	76909	71713	78074	81802	87303	84435	93469	102816
 37021	Buncombe, NC	    Personal and laundry services	54157	60253	60516	62354	69082	75024	70326	60481	60543	71744	75202	83075	85019	95231	100836	111869	121075	136989	155466
 37021	Buncombe, NC	    Religious, grantmaking, civic, professional, and similar organizations	66441	76364	82589	79316	80941	83820	87880	92255	97034	100635	103045	109527	107299	115748	120148	126444	132437	140772	149263
 37021	Buncombe, NC	    Private households	8755	8516	9384	9983	10011	10679	11551	12156	10971	9673	10344	10196	10749	12309	12573	11884	11098	13077	13708
 37021	Buncombe, NC	  Government and government enterprises	690060	693398	742665	793503	828767	883409	936768	1000683	1023979	1041073	1040820	1055621	1056635	1055677	1067598	1089389	1138397	1208638	1267381
 37021	Buncombe, NC	   Federal civilian	173761	172334	205251	225797	225429	241885	253573	275544	295177	308666	321027	331563	321224	315026	316318	322729	336082	361268	393955
 37021	Buncombe, NC	   Military	11762	15801	21593	21909	24532	24318	24280	26175	27624	26064	26148	26654	25501	24683	23637	24875	24887	26762	28081
 37021	Buncombe, NC	   State and local	504537	505263	515821	545797	578806	617206	658915	698964	701178	706343	693645	697404	709910	715968	727643	741785	777428	820608	845345
 37021	Buncombe, NC	    State government	164348	165848	167573	180002	193159	206748	221028	230438	232252	242491	239884	236458	242120	237274	246105	248395	255126	266179	274494
 37021	Buncombe, NC	    Local government	340189	339415	348248	365795	385647	410458	437887	468526	468926	463852	453761	460946	467790	478694	481538	493390	522302	554429	570851
 37023	Burke, NC	Personal income (thousands of dollars)	2105660	2099756	2102961	2190567	2271517	2335314	2415577	2461864	2437468	2481216	2515531	2603818	2584778	2699168	2828958	2897688	3051300	3156845	3276618
 37023	Burke, NC	Population (persons) 2/	89525	89371	89493	89394	89526	89903	90146	90788	91178	90580	90542	89974	89354	89296	89341	89451	90157	90405	90485
 37023	Burke, NC	Per capita personal income (dollars)	23520	23495	23499	24505	25373	25976	26796	27117	26733	27393	27783	28940	28927	30227	31665	32394	33844	34919	36212
 37023	Burke, NC	Earnings by place of work	1393296	1401083	1403001	1485439	1499277	1534594	1531213	1538025	1384691	1422811	1421225	1499422	1510056	1546368	1580601	1595622	1634838	1668311	1738368
 37023	Burke, NC	 Less: Contributions for government social insurance 3/	160994	160477	164832	172936	179270	182981	184838	186016	170329	172696	162208	166204	191014	196333	200666	201855	205345	208228	218117
 37023	Burke, NC	  Employee and self-employed contributions for government social insurance	83164	84682	85254	90177	91992	95707	97429	98376	92291	94922	79373	80821	103692	106369	108839	112133	116340	121381	126653
 37023	Burke, NC	  Employer contributions for government social insurance	77830	75795	79578	82759	87278	87274	87409	87640	78038	77774	82835	85383	87322	89964	91827	89722	89005	86847	91464
 37023	Burke, NC	 Plus: Adjustment for residence 4/	154443	126994	99318	91005	93451	91188	94345	70618	103257	115683	101184	71814	69574	97492	144199	174758	240237	272235	264062
 37023	Burke, NC	 Equals: Net earnings by place of residence	1386745	1367600	1337487	1403508	1413458	1442801	1440720	1422627	1317619	1365798	1360201	1405032	1388616	1447527	1524134	1568525	1669730	1732318	1784313
 37023	Burke, NC	 Plus: Dividends, interest, and rent 5/	341657	324185	329602	322397	358275	347124	403174	397588	383647	361715	396366	430521	421237	446926	476573	493616	517516	532092	544189
 37023	Burke, NC	 Plus: Personal current transfer receipts	377258	407971	435872	464662	499784	545389	571683	641649	736202	753703	758964	768265	774925	804715	828251	835547	864054	892435	948116
 37023	Burke, NC	 Wages and salaries	1017969	1021587	1014857	1074802	1076002	1103229	1107189	1109377	980627	985286	1017025	1055820	1077554	1099580	1129601	1145172	1174162	1198805	1252804
 37023	Burke, NC	 Supplements to wages and salaries	242239	243593	254668	277743	292802	299929	302729	303152	281838	286768	277140	296433	297666	310910	311516	310716	316143	324214	337336
 37023	Burke, NC	  Employer contributions for employee pension and insurance funds 6/	164409	167798	175090	194984	205524	212655	215320	215512	203800	208994	194305	211050	210344	220946	219689	220994	227138	237367	245872
 37023	Burke, NC	 Proprietors' income 7/	133088	135903	133476	132894	130473	131436	121295	125496	122226	150757	127060	147169	134836	135878	139484	139734	144533	145292	148228
 37023	Burke, NC	  Farm proprietors' income	23793	17251	11415	9928	15194	11438	6840	1191	2960	3441	141	3703	4924	7460	16056	9212	10264	6098	2842
 37023	Burke, NC	  Nonfarm proprietors' income	109295	118652	122061	122966	115279	119998	114455	124305	119266	147316	126919	143466	129912	128418	123428	130522	134269	139194	145386
 37023	Burke, NC	 Farm earnings	29090	24295	17233	15604	20249	16612	12788	6378	7107	6531	3783	8023	9420	11943	20389	14322	15135	10148	7880
 37023	Burke, NC	 Nonfarm earnings	1364206	1376788	1385768	1469835	1479028	1517982	1518425	1531647	1377584	1416280	1417442	1491399	1500636	1534425	1560212	1581300	1619703	1658163	1730488
 37023	Burke, NC	  Private nonfarm earnings	1032372	1058572	1062672	1124741	1116741	1137351	1114821	1102923	979046	1025663	1044583	1115497	1117368	1163165	1176496	1194155	1219658	1238449	1293565
 37023	Burke, NC	   Forestry, fishing, and related activities	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	2234	(D)	(D)	(D)	(D)	(D)	(D)
 37023	Burke, NC	    Forestry and logging	446	454	425	355	297	296	325	458	(D)	(D)	(D)	1131	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37023	Burke, NC	    Fishing, hunting and trapping	(D)	(D)	236	144	75	12	103	58	3	-21	31	33	43	59	94	82	87	78	79
 37023	Burke, NC	    Support activities for agriculture and forestry	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1676	1564	1651	1706
 37023	Burke, NC	   Mining, quarrying, and oil and gas extraction	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	1497	(D)	(D)	(D)	(D)	(D)	(D)
 37023	Burke, NC	    Oil and gas extraction	0	0	0	1	1	0	0	-2	0	0	32	33	72	14	4	-1	0	-1	-1
 37023	Burke, NC	    Mining (except oil and gas)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37023	Burke, NC	    Support activities for mining	(D)	(D)	(D)	2	1	0	0	0	0	0	(D)	(D)	(D)	9	4	0	0	-2	-2
 37023	Burke, NC	   Utilities	2208	4216	3955	4112	3746	4859	4850	6253	5386	5865	5608	4796	4448	4930	5439	5357	6024	7348	7711
 37023	Burke, NC	   Construction	60966	56080	54262	54421	52556	58897	60307	59612	52415	51793	50643	54818	52664	53707	55191	57166	58861	65286	65729
 37023	Burke, NC	    Construction of buildings	19114	15721	14716	13133	11387	12249	13045	14716	14244	10949	13013	16791	16785	16236	15332	15243	14844	17787	18260
 37023	Burke, NC	    Heavy and civil engineering construction	1523	1585	1635	3084	3243	4868	3666	3918	1852	1196	492	1806	1710	2873	4248	5333	5275	5050	3679
 37023	Burke, NC	    Specialty trade contractors	40329	38774	37911	38204	37926	41780	43596	40978	36319	39648	37138	36221	34169	34598	35611	36590	38742	42449	43790
 37023	Burke, NC	   Manufacturing	456248	461182	454208	478334	465810	447480	436397	408919	331382	355850	375438	404570	415506	434242	435098	421854	423171	433740	445235
 37023	Burke, NC	    Durable goods manufacturing	272647	273254	268106	287113	283695	275601	264658	246199	194493	202062	224022	249650	263113	269208	261887	251318	250866	255419	265453
 37023	Burke, NC	     Wood product manufacturing	13761	10841	11378	13850	14968	12517	11178	9800	6488	6646	8140	8966	9150	9411	10523	10718	10966	11990	12843
 37023	Burke, NC	     Nonmetallic mineral product manufacturing	1859	1881	5837	5285	5764	6066	11208	1870	1553	1641	1491	12345	12906	14209	12982	(D)	(D)	(D)	13651
 37023	Burke, NC	     Primary metal manufacturing	2621	(D)	(D)	(D)	(D)	(D)	(D)	(D)	-575	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37023	Burke, NC	     Fabricated metal product manufacturing	24696	24855	24073	24274	25405	31755	36298	38096	33468	31556	36938	42623	39612	36154	29314	27429	27481	26553	28581
 37023	Burke, NC	     Machinery manufacturing	6812	7460	8306	(D)	9837	11828	11243	13406	9001	9423	9300	10303	10219	10337	11442	9796	8321	3764	(D)
 37023	Burke, NC	     Computer and electronic product manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	-1003	-1017	-210	-426	-675	-378	-352	-170	-37	-24
 37023	Burke, NC	     Electrical equipment, appliance, and component manufacturing	60550	56453	53938	61258	58990	54273	48108	47839	45990	43789	50428	49243	56189	58108	57709	60207	67622	69114	68300
 37023	Burke, NC	     Motor vehicles, bodies and trailers, and parts manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37023	Burke, NC	     Other transportation equipment manufacturing	-58	-1	0	-2	-4	-24	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)
 37023	Burke, NC	     Furniture and related product manufacturing	108107	112307	109029	115376	107539	100930	90924	68791	46015	51119	54384	59331	65163	70779	76975	73027	73416	73659	77738
 37023	Burke, NC	     Miscellaneous manufacturing	97	(D)	171	540	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	-281	-311
 37023	Burke, NC	    Nondurable goods manufacturing	183601	187928	186102	191221	182115	171879	171739	162720	136889	153788	151416	154920	152393	165034	173211	170536	172305	178321	179782
 37023	Burke, NC	     Food manufacturing	(D)	(D)	(D)	(D)	37502	39016	39762	39333	43595	46944	44704	51094	49772	52660	54973	52531	49169	54122	56512
 37023	Burke, NC	     Beverage and tobacco product manufacturing	(D)	(D)	(D)	(D)	(D)	1453	2202	(D)	3561	6997	(D)	8405	(D)	5017	6393	7413	8630	8930	7978
 37023	Burke, NC	     Textile mills	62638	64678	65857	72556	73250	69058	71797	72843	49671	55462	58447	61256	62224	68334	67877	64237	66441	63794	64817
 37023	Burke, NC	     Textile product mills	(D)	(D)	(D)	254	431	464	554	592	441	410	455	550	308	415	1443	(D)	(D)	(D)	1464
 37023	Burke, NC	     Apparel manufacturing	60169	60304	54539	49197	37963	37503	34908	14301	9775	8391	7031	7231	7777	8260	11970	10474	10766	10812	6303
 37023	Burke, NC	     Leather and allied product manufacturing	12	11	51	57	(D)	(D)	-17	1	2	(D)	(D)	(D)	(D)	(D)	(D)	-1	-1	1	1
 37023	Burke, NC	     Paper manufacturing	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	(D)	13550
 37023	Burke, NC	     Printing and related support activities	2903	2891	3095	3227	3760	4176	4281	4144	3685	3503	3767	3923	3650	3685	2963	2590	2396	2349	2464
 37023	Burke, NC	     Petroleum and coal products manufacturing	9	1	5	19	10	25	29	26	6	6	20	22	15	13	46	0	1	2	3
 37023	Burke, NC	     Chemical manufacturing	16846	17200	18383	18506	17531	12590	10600	10756	(D)	14991	(D)	(D)	(D)	(D)	(D)	16438	16421	16863	16657
 37023	Burke, NC	     Plastics and rubber products manufacturing	(D)	(D)	2315	(D)	2865	(D)	(D)	(D)	(D)	(D)	(D)	3073	3585	5300	6452	6356	7707	9458	10033
 37023	Burke, NC	   Wholesale trade	46802	43707	38331	36883	35921	35309	31547	28063	24080	21749	21494	26706	25872	28127	27257	32514	35614	29343	28531
 37023	Burke, NC	   Retail trade	86349	84345	87906	87350	81311	75984	77955	79126	77294	80215	83124	79973	80530	85544	84756	84563	89790	93947	98055
 37023	Burke, NC	    Motor vehicle and parts dealers	18942	17480	19848	19164	18863	16728	15734	14145	12559	14414	15770	16466	16275	17216	16512	16261	16654	18607	20158
 37023	Burke, NC	    Furniture and home furnishings stores	2991	2489	2251	3041	2311	2081	2333	2648	2213	1485	1398	1533	1358	1438	1217	1276	1512	1610	1949
 37023	Burke, NC	    Electronics and appliance stores	1880	2046	2083	2163	2213	2192	2588	1877	1687	1499	1563	1584	1590	1880	1839	1809	1126	951	805
 37023	Burke, NC	    Building material and garden equipment and supplies dealers	11205	8247	7865	7823	8240	8596	9150	8995	7905	7822	7259	8230	8216	7962	7912	8163	10571	11509	12487
 37023	Burke, NC	    Food and beverage stores	15974	15409	14459	14413	14316	13435	13516	14628	14592	14488	14540	15130	14286	14180	13863	14747	14256	14039	14559
 37023	Burke, NC	    Health and personal care stores	6949	7126	7586	8141	8311	9164	9952	10066	10008	10298	11073	11222	11929	11501	11934	11618	11350	11247	11792
 37023	Burke, NC	    Gasoline stations	10033	10297	11921	10245	7345	5783	6208	8187	9216	11657	8466	7318	6680	6719	5476	4491	4882	5377	5318
